Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['he', 'throwing', 'up', 'little', 'rock', ""don't"", 'avoid', 'the', 'fact', 'that', 'he', 'made', 'your', 'boy', 'fall', '😂']",1,Joy,VERB
"['ma', 'i', 'made', 'it', '😘']",1,Love,VERB
"['he', 'really', 'know', 'how', 'to', 'make', 'happy', 'we', 'love', 'you', 'jimin', '😊', 'jimin', 'chimmy']",1,Joy,ADJ
"['good', 'enough', '😅', 'it', '’', 's', 'just', 'me', 'every', 'now', 'and', 'then', 'remembering', 'embarrassing', 'moments', 'and', 'almost', 'cringe', 'to', 'death']",0,Surprise,ADJ
"['""', 'still', 'got', 'time', '""', 'has', 'been', 'certified', 'gold', '(', '40,000', ')', 'in', 'canada', '!', '🇨🇦', '📀']",1,Joy,PROPN
"['someone', 'want', 'to', 'go', 'to', 'elyxion', 'malaysia', '?', 'together', 'with', 'me', ',', 'im', 'looking', 'for', 'a', 'friend', '☺']",1,Joy,ADJ
"['james', 'is', 'so', 'childish', '😂']",1,Joy,VERB
"['i', 'just', 'need', 'a', 'taco', 'place', 'that', 'delivers', '😭']",-1,Sadness,VERB
"['omg', 'i', 'thought', 'i', 'was', 'the', 'only', 'one', '💯']",1,Joy,NOUN
"['ayun', 'oh', ',', 'mayward', '!', '❤', 'thank', 'you', ',']",1,Love,VERB
"['take', 'a', 'break', '🎤']",1,Joy,NOUN
"['posting', 'a', 'cup', 'of', 'tea', 'on', 'instagram', ""isn't"", 'easy', '.', 'it', 'must', 'be', 'surrounded', 'by', 'flowers', ',', 'white', 'sheets', ',', 'iphone', 'and', 'car', 'keys', '😯']",0,Surprise,ADJ
"['you', '’', 're', 'beautiful', 'and', 'deserve', 'the', 'world', ',', 'keep', 'ya', 'head', 'up', '💘']",1,Love,NOUN
"['or', 'say', 'please', ',', 'thank', 'you', ',', 'or', 'excuse', 'me', '...', 'like', 'who', 'tf', 'raised', 'you', '?', '🙃']",-1,Disgust,ADJ
"['and', 'then', 'the', 'lesson', 'was', 'to', 'stop', 'expecting', '.', 'and', 'forgiving', 'others', 'for', 'being', 'who', 'they', 'are', '.', '🌸']",1,Love,NOUN
"['i', 'need', 'you', 'to', 'listen', 'to', 'the', 'vision', ',', ""i'm"", 'about', 'to', 'do', 'it', 'way', 'different', '.', '-', '-', 'shot', 'and', 'edited', '📸', 'by', ':', '…']",1,Joy,NOUN
"['armys', 'only', 'stan', 'and', 'and', 'we', 'stan', 'the', 'whole', 'bighit', 'family', '.', 'end', 'of', 'conversation', '.', '💜']",1,Love,NOUN
"['fall', 'of', 'can', 'do', 'this', '👺', 'to', 'people', '...', 'sad', '!']",-1,Anger,NOUN
"['the', 'game', 'of', 'life', '😂']",1,Joy,VERB
"['that', 'was', 'me', 'roasting', 'someone', 'it', '’', 's', '🔥']",1,Joy,VERB
"['lmfao', 'we', 'are', 'touching', 'more', 'billboard', 'than', 'bet', 'best', 'hip', 'hop', 'female', 'artist', '🤣']",1,Joy,VERB
"[""what's"", 'his', '/', 'her', 'name', '?', 'huhu', 'cuteee', 'bb', '😭']",-1,Sadness,VERB
"['little', 'hawks', ':', 'we', 'want', 'to', 'see', 'a', 'huge', 'crowd', 'at', 'the', 'game', 'on', 'monday', '‼', '️', 'sign', 'up', 'for', 'the', 'fan', 'bus', 'by', '9', 'am', 'on', 'friday', 'morning', ',', 'cost', '…']",0,Surprise,PUNCT
"['y', '’', 'all', 'don', '’', 't', 'know', 'how', 'accurate', 'this', 'is', '😂']",1,Joy,VERB
"['why', 'they', 'gotta', 'kill', 'everyone', 'in', 'greys', 'anatomy', '😕']",-1,Sadness,ADJ
"[""i'm"", 'just', 'gonna', 'stay', 'inside', 'and', 'bake', 'some', 'deliciousness', '.', '😄']",1,Joy,VERB
"['wow', 'already', 'knows', 'how', 'to', 'ignore', 'text', '.', '😍']",1,Love,ADJ
"['okay', 'friends', 'at', 'least', 'aware', 'na', 'ta', '.', 'to', 'stronger', 'liver', '!', '🤣']",1,Joy,VERB
"['woke', 'up', 'bumping', 'the', 'classics', '“', 'i', 'ain', '’', 't', 'trippin', '”', '&', '“', 'realest', 'nigga', 'ever', '”', '🔥']",1,Joy,ADJ
"['our', 'seungkwan', 'you', 'did', 'so', 'well', ',', 'whatever', 'the', 'results', 'were', ""you'll"", 'always', 'be', 'our', 'number', '1', '💛', '승관아', '수고했어', '!', '!']",1,Love,NOUN
"['gain', '300', 'followers', 'fast', 'with', '☺', 'if', ""you're"", 'online', 'follow', 'me', '!']",1,Joy,ADJ
"['that', 'sounds', 'like', 'such', 'an', 'incredible', 'feeling', '💖']",1,Love,NOUN
"['he', 'such', 'a', 'crybaby', '😭']",-1,Sadness,VERB
"['the', 'final', 'trailer', 'for', 'currently', 'at', '100', '%', '🍅']",1,Joy,NOUN
"['my', 'big', 'love', '♥', '#']",1,Love,NOUN
"['if', 'i', 'ever', 'have', 'to', 'wake', 'up', 'early', 'ross', 'always', 'makes', 'sure', 'to', 'wake', 'up', 'to', 'call', 'me', 'so', 'i', 'can', 'wake', 'up', 'on', 'time', '💓']",1,Love,NOUN
"['cba', 'with', 'people', 'and', 'their', 'bullshit', '😴', 'pls', 'leave']",-1,Sadness,ADJ
"['i', 'love', 'em', 'all', '❤', '️']",1,Love,VERB
"['recognized', 'as', 'an', 'energy', 'star', '®', 'partner', 'of', 'the', 'year', 'for', 'the', 'seventh', 'time']",0,Surprise,NOUN
"['switch', 'it', 'up', '💙']",1,Love,ADJ
"['we', 'attempted', 'the', '🔥', 'it', 'was', 'actually', 'quite', 'delicious', ',', 'but', 'packed', 'a', 'punch', '.', 'check', 'out', 'our', 'attempt', '…']",1,Joy,NOUN
"['that', '’', 's', 'life', 'but', 'it', '’', 's', 'better', 'to', 'ignore', 'them', 'and', 'eventually', 'they', 'will', 'just', 'give', 'up', 'and', 'realize', 'how', 'dumb', 'they', 'sound', '.', '💜']",1,Love,NOUN
"['*', 'girl', ',', 'i', ""can't"", 'stand', 'myself', 'sometimes', ',', 'so', 'i', 'salute', 'her', '😂']",1,Joy,VERB
"['i', ""don't"", 'have', 'a', 'snow', 'day', '☹']",-1,Sadness,ADJ
"['oooh', 'bihhhhh', '.', 'follow', 'me', '!', 'my', 'ig', 'is', '&', 'follow', 'me', 'cuz', 'my', 'son', 'is', 'cute', '🙃']",-1,Fear,ADJ
"['have', 'you', 'heard', 'about', 'there', '’', 's', 'an', 'behind', 'this', 'cry', 'for', 'help', '😢']",-1,Sadness,VERB
"['i', 'hate', 'the', 'police', 'man', 'i', 'stg', '😒']",-1,Disgust,ADJ
"['pikachu', '♀', 'unknown', '/', 'discharge', '(', 'iv', ':', '24', '%', '-', 'cp', ':', '162', '-', 'l', ':', '9', ')', 'until', '06:00', ':', '15pm']",0,Surprise,PROPN
"['day', '1', 'is', 'done', 'at', '&', 'this', 'reaction', 'from', '&', 'during', 'a', 'call', 'is', 'priceless', '…', '😂', '…']",1,Joy,VERB
"['lol', 'you', 'might', 'get', 'attacked', 'sis', 'watch', 'out', '😂']",1,Joy,VERB
"['right', '😂', 'thats', 'why', '(', '?', ')', 'anw', 'why', 'still', 'up', 'hippo', '?', 'its', 'late', 'alr']",1,Joy,VERB
"['you', 'know', 'the', 'drill', 'guys', ',', 'show', 'the', 'power', 'of', 'your', 'accounts', '💪']",1,Joy,ADJ
"['loyalty', 'is', 'what', 'attracts', 'me', '‼', '️']",0,Surprise,PUNCT
"['📷', 'madmaxbbwmodelling', ':', 'heres', 'the', 'start', 'of', 'a', 'new', 'set', 'of', 'fotos', 'i', 'have', 'just', 'done', 'let', 'me', 'know', 'if', 'u', 'like', 'and', '...']",0,Surprise,NOUN
"['get', 'you', 'a', 'scammer', '🗣']",0,Surprise,NOUN
"['can', 'we', 'just', 'take', 'a', 'moment', 'to', 'thank', 'for', 'this', '!', '!', '!', 'wow', 'really', 'shows', 'his', 'hard', 'work', '❤', '️', 'i', '’', 'm', 'so', 'proud', 'of', 'you', 'b', '…']",1,Love,VERB
"['road', 'conditions', 'update', '👇']",0,Surprise,ADP
"['m', 'bn', 'qfsgfdumz', 'xfmm', 'bt', 'xfmm', '!', '!', '!', '❤']",1,Love,VERB
"['this', 'is', 'a', '💯', '%', 'bogus', 'argument', '.', 'no', ""one's"", 'trying', 'to', 'prevent', 'responsible', 'gun', 'ownership', '.']",-1,Anger,ADJ
"['thank', 'you', 'sa', 'lahat', 'ng', 'pumunta', 'sa', 'january', 'wattpad', 'meet', 'up', '!', '!', '!', 'thanks', 'sa', 'mga', 'authors', ',', 'ambs', ',', 'my', 'love', ',', 'and', 'kay', 'sic', '.', '💖', 'we', 'love', 'yo', '…']",1,Love,NOUN
"['ubisoft', 'announcement', 'for', 'was', 'amazing', '.', 'if', 'they', 'carry', 'on', 'like', 'this', 'it', 'could', 'be', 'a', '5', 'year', 'game', '👌']",1,Joy,ADJ
"['love', 'this', 'man', '💕']",1,Love,NOUN
"['okay', 'but', 'which', 'one', 'of', 'my', 'friends', 'would', 'go', 'to', 'a', 'pole', 'dancing', 'class', 'with', 'me', 'because', 'now', 'i', '’', 'm', 'feeling', 'real', 'inspired', '😂']",1,Joy,VERB
"['facts', '😹']",1,Joy,NOUN
"['i', 'cant', 'believe', 'mark', 'just', 'eat', 'and', 'cracked', 'one', 'egg', 'on', 'this', 'vlive', '😂', 'mark', 'is', 'fully', 'capable', 'except', 'in', 'the', 'kitchen']",1,Joy,VERB
"['isles', 'are', 'now', '9-1', 'in', 'last', '10', 'against', 'the', 'rangers', '.', 'is', 'this', 'even', 'a', 'rivalry', 'anymore', '?', '😂']",1,Joy,VERB
"['oops', 'forgot', 'the', '🙊']",0,Surprise,INTJ
"['i', '’', 'm', 'chilling', '😇']",1,Joy,ADJ
"['☘', 'celebrating', 'xxvi', 'in', 'behind', 'the', 'scenes', '🇮🇪']",1,Joy,NOUN
"['i', 'lack', 'subtlety', '.', 'not', 'much', 'better', '😂']",1,Joy,VERB
"['loooool', 'omg', '😂']",1,Joy,VERB
"[""i'm"", 'so', 'happy', 'for', 'you', '😍']",1,Love,ADJ
"['i', 'love', 'you', 'guys', 'so', 'much', '💛']",1,Love,NOUN
"['the', 'pelican', 'state', '🎭', 'en', 'new', 'orleans', ',', 'louisiana']",1,Joy,NOUN
"['time', 'to', 'answer', 'one', 'of', 'the', 'most', 'important', 'questions', 'of', 'the', 'universe', ':', '...', 'boobs', 'or', 'butt', '?', 'i', '’', 'm', '🍑', '…']",1,Joy,NOUN
"['my', 'hey', '!', 'say', '!', 'jump', 'room', '✨', '＼', '＼', 'come', 'on', 'a', 'my', 'house', '／', '／']",1,Joy,NOUN
"['[', 'trans', ']', '180119', 'baekhyun', 'instagram', 'update', ':', '“', 'my', 'breakfast', '🍽', '*', '이로우니', '…']",0,Surprise,NOUN
"['we', 'do', 'so', 'much', 'work', 'but', 'we', '’', 're', 'so', 'underpaid', '😒']",-1,Disgust,ADJ
"['2million', '+', 'realtime', 'views', '&', '90k', 'likes', '&', 'trending', 'at', '5', 'on', 'youtube', '-', '-', '🇮🇳', '👌', 'listen', '&', 'enjoy', 'full', 'song', 'here', '►']",1,Joy,ADJ
"['got', 'showtime', 'just', 'for', 'this', '.', '😀']",1,Joy,VERB
"['characters', '⚡', '️']",0,Surprise,NOUN
"['thank', 'you', 'for', 'the', 'inspiration', 'lol', '❤', '️']",1,Love,VERB
"['i', 'am', 'tired', '.', '😒']",-1,Disgust,ADJ
"['look', 'at', 'that', 'stunning', 'view', 'from', 'the', '🌌', '!']",1,Joy,NOUN
"['fam', ',', 'the', 'energy', 'on', 'the', 'stage', 'was', '🔥', '!', '!', '!', 'forever', 'grateful', '!', '!']",1,Joy,NOUN
"['where', 'the', 'hell', 'can', 'i', 'get', 'that', 'coloring', 'book', '😭']",-1,Sadness,VERB
"['if', 'you', 'know', 'a', 'mf', 'is', 'cheating', 'on', 'their', 'girlfriend', ',', 'speak', 'up', 'bitch', '!', 'we', 'need', 'to', 'be', 'there', 'for', 'one', 'another', '.', '😐', 'you', 'bitches', 'are', 'gr', '…']",0,Surprise,ADJ
"['🚨', 'us', 'when', 'ariana', 'grande', 'finally', 'announces', 'it', 'as', 'a', 'single', ':']",-1,Fear,NOUN
"['the', 'way', 'anais', 'got', 'caught', 'last', 'night', '..', 'i', 'couldn', '’', 't', 'even', 'tweet', 'through', 'it', '😂', 'it', 'was', 'so', 'embarrassing', 'to', 'watch', '.']",1,Joy,VERB
"['shall', 'i', 'appear', 'in', 'your', 'dream', 'unnie', '?', 'ㅎㅎㅎ', ""i'm"", 'doing', 'great', 'too', 'since', ""we're"", 'still', 'busy', 'at', 'japan', '😆']",1,Joy,VERB
"['goodmorning', '!', '!', '!', '🌞']",1,Joy,NOUN
"['like', 'the', 'old', 'times', '😊']",1,Joy,ADJ
"['📷', 'design-is-fine', ':', 'sándor', 'bortnyik', ',', 'the', 'new', 'adam', '&', 'the', 'new', 'eve', ',', '1924', '.', 'via', 'europeana', '.', 'between', '1922', 'and', '...']",0,Surprise,NOUN
"['hey', 'bb', 'sup', '👀']",0,Surprise,VERB
"['this', 'is', 'the', 'best', 'part', 'of', '😂']",1,Joy,VERB
"['i', 'use', 'to', 'love', 'billionaire', 'black', 'ugly', 'ass', '😭']",-1,Sadness,VERB
"['there', '’', 's', 'a', 'few', 'people', 'i', 'know', 'that', 'should', 'read', 'this', '..', 'i', '’', 'm', 'sure', 'they', 'would', 'relate', '🤔']",-1,Disgust,ADJ
"['east', 'side', 'san', 'jose', '📍']",0,Surprise,NOUN
"['🤔', ',', 'no', ',', 'ugh', ',', 'it', '’', 's', 'gonna', 'b', 'a', 'long', 'yr']",-1,Disgust,ADJ
"['i', 'love', 'the', 'announcer', 'guy', '!', '3', '...', 'durr', '😂', 'that', '’', 's', 'classic', 'every', 'time']",1,Joy,VERB
"['burnin', '’', 'up', 'and', 'wylmite', 'are', 'the', 'real', 'winners', 'fight', 'me', '‼', '️']",1,Joy,PUNCT
"['you', 'cute', '...', 'but', 'you', ""ain't"", 'worth', 'it', '👀']",-1,Disgust,VERB
"['work', 'get', 'more', 'and', 'more', 'interesting', 'by', 'the', 'day', '🤫']",0,Surprise,ADJ
"['love', 'you', 'more', 'big', 'baby', '.', 'hmu', 'if', 'you', 'need', 'me', '😘']",1,Love,VERB
"['what', 'an', 'incredible', 'ride', '...', 'somethings', 'are', 'ment', 'to', 'be', '💚']",1,Love,ADJ
"['lies', ',', 'late', 'coming', '&', 'empty', 'promises', '😩']",-1,Sadness,VERB
"['are', 'you', 'that', 'much', 'of', 'an', 'attention', 'whore', 'that', 'you', 'have', 'to', 'keep', 'answering', 'the', 'questions', '?', '🤔', '—', 'sure', 'lol']",-1,Disgust,ADJ
"['&', 'it', 'dont', 'matter', 'how', 'you', 'built', 'baby', 'just', 'make', 'sure', 'you', 'at', '😎']",1,Joy,ADJ
"['we', 'are', 'with', 'you', '🐾']",1,Joy,NOUN
"['out', 'of', 'this', 'world', '🚀']",1,Joy,PROPN
"['what', 'can', 'you', 'or', 'do', 'you', 'do', '?', 'as', 'in', ';', 'what', 'are', 'you', 'really', 'good', 'at', '?', 'comment', 'below', '(', 'put', 'a', 'pic', 'if', 'necessary', ')', 'and', 'rt', '👇']",0,Surprise,ADP
"['there', 'is', 'one', 'at', 'too', '😂']",1,Joy,VERB
"['sad', 'part', 'is', ""you're"", 'version', 'of', 'saturday', 'nite', 'is', 'boatload', 'better', 'than', 'most', 'of', 'mine', '🤔']",-1,Disgust,ADJ
"[""don't"", 'forget', 'to', 'pray', 'before', 'you', 'sleep', '✌', '️']",1,Joy,ADJ
"['hmu', 'for', 'quality', 'and', 'non', 'plagiarized', 'work', '😍']",1,Love,VERB
"['i', 'completely', 'understand', '.', '❤', 'it', 'sucks', 'having', 'your', 'body', 'completely', 'rebel', 'against', 'you', '.']",1,Love,NOUN
"['don', '’', 't', 'nobody', 'love', 'you', 'when', 'you', 'doing', 'bad', '💯', 'they', 'forget', 'about', 'the', 'times', 'you', 'had', ',', 'ain', '’', 't', 'nobody', 'gone', 'hold', 'you', 'down', 'like', 'y', '…']",1,Joy,ADJ
"['slay', 'vip', '🙌']",1,Joy,VERB
"['congrats', 'to', 'rick', 'hernandez', 'on', 'his', 'brown', 'belt', '!', 'earned', 'never', 'given', '💪']",1,Joy,ADJ
"['icymi', ':', 'medrobotics', '®', 'corporation', 'receives', 'fda', 'clearance', 'for', 'world', '’', 's', '1st', 'and', 'only', 'flexible', 'transabdominal', 'and', 'transth', '…']",0,Surprise,ADP
"['a', 'can', 'you', 'keep', 'duck', '🦆', 'as', 'a', 'pet', 'though']",1,Joy,NOUN
"['my', 'procrastination', 'level', 'is', 'honestly', 'scaring', 'me', '😂']",1,Joy,VERB
"['a', 'rare', 'picture', 'of', 'babes', 'wodumo', 'chilling', 'on', 'her', 'beautiful', 'vine', 'yard', '😊']",1,Joy,ADJ
"['i', 'want', 'to', 'see', 'rebelution', '😩']",-1,Sadness,VERB
"['you', '’', 're', 'too', 'smart', '🙂']",1,Joy,ADJ
"['tigo', 'you', 'mean', '😌']",1,Joy,ADJ
"['grave', '😎']",1,Joy,ADJ
"['true', 'romance', 'and', 'to', 'kill', 'a', 'mockingbird', '?', '?', '?', 'we', 'might', 'be', 'soulmates', 'evan', '.', '😍']",1,Love,ADJ
"['ahhh', 'if', 'is', 'history', '.', 'i', ""don't"", 'even', 'care', 'to', 'look', 'back', '.', '😂']",1,Joy,VERB
"['“', 'survivors', '”', 'a', 'seminar', 'coming', 'to', 'your', 'town', 'soon', '😂']",1,Joy,VERB
"['|', 'hope', 'world', '💓']",1,Love,NOUN
"['lol', 'he', 'can', 'wait', 'hey', '😂', 'probably', 'still', ""won't"", 'feel', 'him', 'like', 'that']",1,Joy,VERB
"['fantastic', 'article', 'on', 'woodhall', 'spa', ""golf's"", 'touring', 'professional', 'dave', 'coupland', '.', '⛳', '…']",1,Joy,NOUN
"['check', 'out', 'what', 'i', 'just', 'added', 'to', 'my', 'closet', 'on', 'poshmark', ':', '🦊', 'merona', 'full', 'length', 'belted', 'dress', '.', 'vi', '…']",1,Joy,NOUN
"['he', 'is', 'in', 'my', 'book', '🤣']",1,Joy,VERB
"['decent', 'debut', 'for', '🧐']",0,Surprise,ADJ
"['that', 'guy', 'putting', 'his', 'hands', 'on', 'his', 'face', '.', '😂']",1,Joy,VERB
"['update', '!', '!', 'guys', '!', '!', 'feb', '9', 'gig', 'is', 'postponed', '.', 'i', '’', 'll', 'keep', 'you', 'posted', ',', 'oki', '?', '🤗']",1,Joy,ADJ
"['imessage', 'games', '?', '?', 'lmk', '🙂']",1,Joy,ADJ
"['i', '’', 'm', 'ittttching', 'for', 'a', 'new', 'tattoo', '😼']",1,Joy,ADJ
"['and', 'he', 'made', 'everyone', 'did', 'jump', 'shoot', 'with', 'him', '🤣']",1,Joy,VERB
"['i', 'really', 'need', 'milk', 'what', 'the', 'fucks', 'open', 'right', 'now', '😭']",-1,Sadness,VERB
"['planning', 'the', 'next', 'shoot', '😎']",1,Joy,ADJ
"['agreed', '!', 'made', 'my', 'day', '😂', 'thought', 'of', 'you', 'when', 'i', 'saw', 'it', '!']",1,Joy,VERB
"['geordie', 'shore', 'caught', 'out', '😂']",1,Joy,VERB
"['not', 'interested', '😴']",-1,sadness,ADJ
"['talk', 'to', 'me', '?', 'luv', 'u', '💖']",1,Love,NOUN
"['great', 'day', 'my', 'dear', 'followers', '😙']",1,Joy,ADJ
"['yea', 'i', 'was', 'rolling', 'last', 'night', '🌀']",0,Surprise,NOUN
"['😂', 'please', 'do', 'that', '.']",1,Joy,VERB
"['who', 'is', 'hiding', 'behind', 'this', 'magnificent', 'cape', '?', '🤫', 'secrets', 'we', 'found', 'while', 'waiting', 'for', 'the', 'next', 'season', 'and', 'invading', 'the', 's', '…']",0,Surprise,ADJ
"['might', 'as', 'well', 'have', 'been', '😪', 'a', 'taehyung', 'thing', 'for', 'sure']",-1,Sadness,ADJ
"['this', 'present', 'was', 'for', 'me', '🎁']",1,Joy,NOUN
"['i', 'don', '’', 't', 'need', 'this', 'in', 'my', 'life', 'rn', '🙂']",0,Surprise,ADJ
"['follow', 'everyone', 'who', '𝑹𝒆𝒕𝒘𝒆𝒆𝒕𝒔', 'this', '🌎']",1,Joy,NOUN
"['kevin', '😂']",1,Joy,VERB
"['49', '1/2', 'lol', 'never', 'seen', '&', 'could', 'only', 'watch', 'the', 'first', '20', 'mins', 'of', 'moonlight', '😭']",-1,Sadness,VERB
"['flashcash', '!', 'fast', 'giveaway', '!', '5', 'pubg', 'keys', ',', '5', 'winners', ',', '5', 'minutes', '!', '👉', 'rt', 'and', 'follow', 'to', 'join', 'th', '…']",0,Surprise,ADP
"['you', 'just', 'admitted', 'russia', 'interferred', '🚨', 'why', ""didn't"", 'you', 'implement', 'the', '?', '?', '?', 'actually', 'they', 'started', '2013', 'yo', '…']",-1,Fear,ADJ
"['kappa', ',', 'adidas', ',', 'nike', '...', 'umin', 'is', 'a', 'training', 'suits', 'lover', '💕']",1,Love,NOUN
"['bombshell', ':', 'fec', 'records', 'indicate', 'clinton', 'laundered', 'millions', 'during', 'presidential', 'campaign', '!', '📺', 'watch', 'live', 'm-f', '3pm', '-', '6pm', 'central', '…']",0,Surprise,NOUN
"['lol', 'i', 'can', '’', 't', 'wait', 'to', 'get', 'my', 'hair', 'done', '.', 'i', '’', 've', 'been', 'feeling', 'so', 'dusty', '😭']",-1,Sadness,VERB
"['not', 'sure', 'about', 'the', 'giving', 'advice', '😬']",-1,Disgust,ADJ
"['that', 'b', 'doesn', '’', 't', 'go', 'w', 'his', 'traitor', 'white', 'republican', 'traitor', 'i', 'will', 'ensure', 'my', 'entire', 'family', 'world', '🌎', '233', 'countries', 'all', 'poles', 'is', '…']",0,Surprise,NOUN
"['hq', '171220', 'gimpo', 'airport', '©', 'monijunni']",0,Surprise,PUNCT
"['way', 'to', 'go', ',', 'cameron', '‼', '️']",1,Joy,PUNCT
"['made', 'my', 'day', '!', '😂']",1,Joy,VERB
"['a', 'superb', 'sixties', 'movie', '!', '👍']",1,Joy,ADJ
"['i', '’', 'm', 'beyond', 'proud', 'of', 'you', 'boys', '!', 'i', 'love', 'you', 'so', 'much', '💙']",1,Love,ADJ
"['psalms', '130:5', '🙏']",1,Joy,VERB
"['i', 'live', 'in', 'florida', 'lets', 'see', 'if', 'i', 'won', '...', '😒', 'nope']",-1,Disgust,ADJ
"['i', '’', 'm', 'so', 'excited', 'for', 'tomorrow', 'to', 'get', 'here', 'is', 'dropping', 'her', 'frist', 'project', '🌹']",1,Joy,NOUN
"['can', 'my', 'day', 'get', 'any', 'worse', '?', '😐']",-1,Sadness,ADJ
"['happy', 'birthday', 'this', 'is', 'the', 'only', 'picture', 'i', 'have', 'with', 'you', '😂', 'enjoy', 'your', 'day', '!']",1,Joy,VERB
"['when', 'you', 'wake', 'up', 'and', 'trump', 'still', 'the', 'president', '😅']",0,Surprise,ADJ
"['yes', 'girlss', '!', '!', 'i', 'so', 'so', 'so', 'would', 'look', 'forward', 'to', 'meeting', 'you', 'one', 'day', '!', '☺', '️']",1,Joy,ADJ
"['how', 'to', 'write', 'good', ':', 'top', '10', 'tips', '!', '👌', 'top', '6', ':', 'never', 'use', 'a', 'big', 'word', 'when', 'a', 'diminutive', 'alternative', 'would', 'suffice', '.', '…']",1,Joy,ADJ
"['dad', 'of', 'the', 'year', 'award', '.', '🏆']",1,Joy,NOUN
"['😂', 'that', 'way', '!']",1,Joy,VERB
"['amore', '😍']",1,Love,NOUN
"['im', 'cold', 'ian', 'got', 'on', 'nun', 'but', 'my', 'bra', 'an', 'panties', 'and', 'a', 'jacket', 'walkin', 'around', 'the', 'house', '😂']",1,Joy,VERB
"['i', 'am', 'lost', 'in', 'your', 'beauty', 'so', 'damn', 'sexy', '😍']",1,Love,ADJ
"['happy', 'birthday', 'to', 'my', 'bestie', '!', '!', '!', 'see', 'you', 'next', 'week', '(', 'hops', ')', '&', 'i', '’', 'll', 'pay', '😉', 'first', 'time', 'for', 'everything', 'hahaha', 'love', 'you', '…']",1,Joy,ADJ
"['aw', ',', 'thanks', 'so', 'much', 'for', 'the', 'support', '🌹']",1,Love,NOUN
"['about', 'to', 'be', 'a', 'beautiful', '&', 'productive', 'day', '🌞']",1,Joy,NOUN
"['does', 'anyone', 'support', '🙃']",0,Surprise,ADJ
"['her-e', '📍']",0,Surprise,NOUN
"['my', 'cock', 'is', 'jealous', '😡']",-1,Anger,ADJ
"[""can't"", 'help', 'thinking', 'about', 'you', '😅']",1,Joy,VERB
"['looks', 'familiar', '👀']",0,Surprise,VERB
"['[', 'info', '⚠', '️', ']', 'carats', 'please', ""don't"", 'buy', 'the', 'hao', '!', 'korea', 'seenteen', 'magazine', '!', 'the', 'selling', 'is', 'illegal', '!', 'they', ""didn't"", 'get', 'permission', '…']",-1,Fear,ADJ
